Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
The Role of Business and Information Systems Engineering in E-Government,Business & Information Systems Engineering,,3,6,10.1007/s12599-011-0182-4,Prof. Dr. Hans Ulrich BuhlDr. Markus Löffler,2011,http://link.springer.com/article/10.1007/s12599-011-0182-4,Article
An assessment tool for land reuse with artificial intelligence method,International Journal of Automation and Computing,,7,1,10.1007/s11633-010-0001-2,Dieter D. GenskeDongbin HuangAriane Ruff,2010,http://link.springer.com/article/10.1007/s11633-010-0001-2,Article
"Extended cognition, personal responsibility, and relational autonomy",Phenomenology and the Cognitive Sciences,,9,4,10.1007/s11097-010-9177-8,Mason Cash,2010,http://link.springer.com/article/10.1007/s11097-010-9177-8,Article
Indiscriminate mass surveillance and the public sphere,Ethics and Information Technology,,,,10.1007/s10676-016-9392-2,Titus Stahl,2016,http://link.springer.com/article/10.1007/s10676-016-9392-2,Article
Militainment and mechatronics: Occultatio and the veil of science fiction cool in United States Air Force advertisements,Ethics and Information Technology,,15,2,10.1007/s10676-013-9316-3,Nicholas R. Maradin III,2013,http://link.springer.com/article/10.1007/s10676-013-9316-3,Article
MOMTH: multi-objective scheduling algorithm of many tasks in Hadoop,Cluster Computing,,18,3,10.1007/s10586-015-0454-8,Mihaela-Catalina NitaFlorin PopCristiana VoicuCiprian DobreFatos Xhafa,2015,http://link.springer.com/article/10.1007/s10586-015-0454-8,Article
Patient privacy and security concerns on big data for personalized medicine,Health and Technology,,,,10.1007/s12553-016-0127-5,B. BlobelD. M. LopezC. Gonzalez,2016,http://link.springer.com/article/10.1007/s12553-016-0127-5,Article
Exploring gender differences in acceptance of mobile computing devices among college students,Information Systems and e-Business Management,,,,10.1007/s10257-016-0315-x,Dawei LiuXiaohong Guo,2016,http://link.springer.com/article/10.1007/s10257-016-0315-x,Article
Open Educational Resources,Business & Information Systems Engineering,,4,4,10.1007/s12599-012-0219-3,Prof. Dr. Jan M. PawlowskiProf. Dr. Markus Bick,2012,http://link.springer.com/article/10.1007/s12599-012-0219-3,Article
Structural equation model with PLS path modeling for an integrated system of publicly funded basic research,Scientometrics,,81,3,10.1007/s11192-009-2058-7,Jiancheng GuanNan Ma,2009,http://link.springer.com/article/10.1007/s11192-009-2058-7,Article
Evaluating data-centric process approaches: Does the human factor factor in?,Software & Systems Modeling,,,,10.1007/s10270-015-0491-z,Hajo A. ReijersIrene VanderfeestenMarijn G. A. PlompPieter Van GorpDirk FahlandWim L. M. van der CrommertH. Daniel Diaz Garcia,2016,http://link.springer.com/article/10.1007/s10270-015-0491-z,Article
Context-Aware Security Solutions for Cyber-Physical Systems,Mobile Networks and Applications,,19,2,10.1007/s11036-014-0495-x,Kaiyu WanVangalur Alagar,2014,http://link.springer.com/article/10.1007/s11036-014-0495-x,Article
Use of expert assessment and analytics in Russia’s innovation infrastructure,Scientific and Technical Information Processing,,36,3,10.3103/S014768820903006X,V. I. Volkov,2009,http://link.springer.com/article/10.3103/S014768820903006X,Article
Deriving guidelines for designing interactive questionnaires for low-literate persons: development of a health assessment questionnaire,Universal Access in the Information Society,,,,10.1007/s10209-015-0431-2,Anita H.M. CremersMarlies WelbieKim KranenborgHarriët Wittink,2015,http://link.springer.com/article/10.1007/s10209-015-0431-2,Article
"Research on cognitive, social and cultural processes of written communication",Cognitive Processing,,10,3,10.1007/s10339-009-0255-1,Rosario Arroyo GonzálezFrancisco Salvador Mata,2009,http://link.springer.com/article/10.1007/s10339-009-0255-1,Article
"Artificial agency, consciousness, and the criteria for moral agency: what properties must an artificial agent have to be a moral agent?",Ethics and Information Technology,,11,1,10.1007/s10676-008-9167-5,Kenneth Einar Himma,2009,http://link.springer.com/article/10.1007/s10676-008-9167-5,Article
Securing the food supply chain: understanding complex interdependence through agent-based simulation,Health and Technology,,4,2,10.1007/s12553-014-0086-7,Alok ChaturvediBrian ArmstrongRashmi Chaturvedi,2014,http://link.springer.com/article/10.1007/s12553-014-0086-7,Article
Influence of competitive financing on the scientific results of Russian researchers: Bibliometric analysis on the basis of web of science database for 2008,Scientific and Technical Information Processing,,37,1,10.3103/S0147688210010119,V. A. Markusova,2010,http://link.springer.com/article/10.3103/S0147688210010119,Article
A study on the factors that affect the adoption of Smart Water Grid,Journal of Computer Virology and Hacking Techniques,,10,2,10.1007/s11416-014-0206-y,Dong-hwan KimKyung-hye ParkGye-woon ChoiKyung-jin Min,2014,http://link.springer.com/article/10.1007/s11416-014-0206-y,Article
The properties of the activities of regional information and analytical services,Scientific and Technical Information Processing,,36,1,10.3103/S0147688209010079,P. F. Ivanov,2009,http://link.springer.com/article/10.3103/S0147688209010079,Article
Usability perception of different video game devices in elderly users,Universal Access in the Information Society,,,,10.1007/s10209-015-0435-y,Ramón R. PalacioChristian O. AcostaJoaquín CortezAlberto L. Morán,2015,http://link.springer.com/article/10.1007/s10209-015-0435-y,Article
A review on Relation Extraction with an eye on Portuguese,Journal of the Brazilian Computer Society,,19,4,10.1007/s13173-013-0116-8,Sandra Collovini de AbreuTiago Luis BonamigoRenata Vieira,2013,http://link.springer.com/article/10.1007/s13173-013-0116-8,Article
The status of IT service management in health care - ITIL® in selected European countries,BMC Medical Informatics and Decision Making,,11,1,10.1186/1472-6947-11-76,Alexander HoerbstWerner O HacklRoland BlomerElske Ammenwerth,2011,http://link.springer.com/article/10.1186/1472-6947-11-76,Article
Bibliometric mapping of computer and information ethics,Ethics and Information Technology,,13,3,10.1007/s10676-011-9273-7,Richard HeersminkJeroen van den HovenNees Jan van EckJan van den Berg,2011,http://link.springer.com/article/10.1007/s10676-011-9273-7,Article
Information science and the logic of models,Software & Systems Modeling,,8,3,10.1007/s10270-009-0119-2,Bernd Mahr,2009,http://link.springer.com/article/10.1007/s10270-009-0119-2,Article
"Robot carers, ethics, and older people",Ethics and Information Technology,,16,3,10.1007/s10676-014-9344-7,Tom SorellHeather Draper,2014,http://link.springer.com/article/10.1007/s10676-014-9344-7,Article
Chasing shared understanding in drilling operations,"Cognition, Technology & Work",,13,4,10.1007/s10111-010-0166-z,Torgeir K. Haavik,2011,http://link.springer.com/article/10.1007/s10111-010-0166-z,Article
Understanding the human context in requirements elicitation,Requirements Engineering,,15,3,10.1007/s00766-009-0087-7,Rubén Fuentes-FernándezJorge J. Gómez-SanzJuan Pavón,2010,http://link.springer.com/article/10.1007/s00766-009-0087-7,Article
Better management of blood supply-chain with GIS-based analytics,Annals of Operations Research,,185,1,10.1007/s10479-009-0616-2,Dursun DelenMadhav ErraguntlaRichard J. MayerChang-Nien Wu,2011,http://link.springer.com/article/10.1007/s10479-009-0616-2,Article
Scientific collaboration dynamics in a national scientific system,Scientometrics,,104,3,10.1007/s11192-015-1585-7,Anuška FerligojLuka KroneggerFranc MaliTom A. B. SnijdersPatrick Doreian,2015,http://link.springer.com/article/10.1007/s11192-015-1585-7,Article
A difficulty component model for developing computerized problem-solving assessments,Journal of Computers in Education,,,,10.1007/s40692-016-0056-3,Yueh-Hsun LeePi-Hsia HungWen-Yi Chang,2016,http://link.springer.com/article/10.1007/s40692-016-0056-3,Article
Developing policy analytics for public health strategy and decisions—the Sheffield alcohol policy model framework,Annals of Operations Research,,236,1,10.1007/s10479-013-1451-z,Alan BrennanPetra MeierRobin PurshouseRachid RafiaYang MengDaniel Hill-Macmanus,2016,http://link.springer.com/article/10.1007/s10479-013-1451-z,Article
Design of a Commercial Hybrid VTOL UAV System,Journal of Intelligent & Robotic Systems,,74,1 - 2,10.1007/s10846-013-9900-0,Ugur OzdemirYucel Orkut AktasAslihan VuruskanYasin DereliAhmed Farabi TarhanKaraca DemirbagAhmet ErdemGanime Duygu KalayciogluIbrahim OzkolGokhan Inalhan,2014,http://link.springer.com/article/10.1007/s10846-013-9900-0,Article
Meztizaje and remembering in Afro-Mexican communities of the Costa Chica: implications for archival education in Mexico,Archival Science,,9,1 - 2,10.1007/s10502-009-9102-5,Kelvin L. White,2009,http://link.springer.com/article/10.1007/s10502-009-9102-5,Article
Expanding ethical vistas of IT professionals,Information Systems Frontiers,,12,4,10.1007/s10796-009-9207-7,Ian StoodleyChristine BruceSylvia Edwards,2010,http://link.springer.com/article/10.1007/s10796-009-9207-7,Article
Work-focused analysis and design,"Cognition, Technology & Work",,14,1,10.1007/s10111-010-0167-y,Gavan Lintern,2012,http://link.springer.com/article/10.1007/s10111-010-0167-y,Article
Special issue on emerging technologies for the management of diabetes mellitus,Medical & Biological Engineering & Computing,,53,12,10.1007/s11517-015-1422-4,Konstantia ZarkogianniKonstantina S. Nikita,2015,http://link.springer.com/article/10.1007/s11517-015-1422-4,Article
Opinion Dynamics and Learning in Social Networks,Dynamic Games and Applications,,1,1,10.1007/s13235-010-0004-1,Daron AcemogluAsuman Ozdaglar,2011,http://link.springer.com/article/10.1007/s13235-010-0004-1,Article
An Interactive Fuzzy Inference System for Teletherapy of Older People,Cognitive Computation,,8,2,10.1007/s12559-015-9356-6,Arturo C. RodríguezCristina RodaFrancisco MonteroPascual GonzálezElena Navarro,2016,http://link.springer.com/article/10.1007/s12559-015-9356-6,Article
Bibliometric evaluation of the research performance of the Greek civil engineering departments in National and European context,Scientometrics,,101,1,10.1007/s11192-014-1326-3,Nikolaos A. Kazakis,2014,http://link.springer.com/article/10.1007/s11192-014-1326-3,Article
Treacherous Ground: On Some Conceptual Pitfalls in CSCW,Computer Supported Cooperative Work (CSCW),,,,10.1007/s10606-016-9253-x,Kjeld Schmidt,2016,http://link.springer.com/article/10.1007/s10606-016-9253-x,Article
TANDEM: a trust-based agent framework for networked decision making,Computational and Mathematical Organization Theory,,21,4,10.1007/s10588-015-9193-x,Sibel AdalıKevin ChanJin-Hee Cho,2015,http://link.springer.com/article/10.1007/s10588-015-9193-x,Article
Journalism and Access to Data,Datenschutz und Datensicherheit - DuD,,36,5,10.1007/s11623-012-0134-2,Yolande Stolte,2012,http://link.springer.com/article/10.1007/s11623-012-0134-2,Article
Effects of System Automation Management Strategies and Multi-mission Operator-to-vehicle Ratio on Operator Performance in UAV Systems,Journal of Intelligent and Robotic Systems,,54,5,10.1007/s10846-008-9288-4,Dahai LiuRyan WassonDennis A. Vincenzi,2009,http://link.springer.com/article/10.1007/s10846-008-9288-4,Article
A multidimensional approach to academic productivity,Scientometrics,,99,3,10.1007/s11192-013-1149-7,Benedetto Torrisi,2014,http://link.springer.com/article/10.1007/s11192-013-1149-7,Article
Debuts and legacies: the crime drop and the role of adolescence-limited and persistent offending,Crime Science,,4,1,10.1186/s40163-015-0028-3,Graham FarrellGloria LaycockNick Tilley,2015,http://link.springer.com/article/10.1186/s40163-015-0028-3,Article
A reference requirements set for public service provision enterprise architectures,Software & Systems Modeling,,13,3,10.1007/s10270-012-0303-7,Efthimios TambourisEleni KalivaMichail LiarosKonstantinos Tarabanis,2014,http://link.springer.com/article/10.1007/s10270-012-0303-7,Article
A semantic annotation tool for hydrologic sciences,Earth Science Informatics,,2,3,10.1007/s12145-009-0031-x,Michael PiaseckiBora Beran,2009,http://link.springer.com/article/10.1007/s12145-009-0031-x,Article
Interference Archive: a free space for social movement culture,Archival Science,,15,4,10.1007/s10502-015-9245-5,Alycia SellieJesse GoldsteinMolly FairJennifer Hoyer,2015,http://link.springer.com/article/10.1007/s10502-015-9245-5,Article
"Archiving for self-ascertainment, identity-building and permanent self-questioning: archives between scepticism and certitude",Archival Science,,13,2 - 3,10.1007/s10502-012-9189-y,Daniel J. CaronAndreas Kellerhals,2013,http://link.springer.com/article/10.1007/s10502-012-9189-y,Article
The design of a responsive sustainable supply chain network under uncertainty,The International Journal of Advanced Manufacturing Technology,,80,1 - 4,10.1007/s00170-015-6967-8,Rameshwar DubeyAngappa GunasekaranStephen J. Childe,2015,http://link.springer.com/article/10.1007/s00170-015-6967-8,Article
Quality of research: which underlying values?,Scientometrics,,95,3,10.1007/s11192-012-0928-x,Judith CzellarJacques Lanarès,2013,http://link.springer.com/article/10.1007/s11192-012-0928-x,Article
Applying Area Extension PSO in Robotic Swarm,Journal of Intelligent and Robotic Systems,,58,3 - 4,10.1007/s10846-009-9374-2,Adham AtyabiSomnuk Phon-AmnuaisukChin Kuan Ho,2010,http://link.springer.com/article/10.1007/s10846-009-9374-2,Article
Anonymity and one-way authentication in key exchange protocols,"Designs, Codes and Cryptography",,67,2,10.1007/s10623-011-9604-z,Ian GoldbergDouglas StebilaBerkant Ustaoglu,2013,http://link.springer.com/article/10.1007/s10623-011-9604-z,Article
Linguistic neighbourhoods: explaining cultural borders on Wikipedia through multilingual co-editing activity,EPJ Data Science,,5,1,10.1140/epjds/s13688-016-0070-8,Anna SamoilenkoFariba KarimiDaniel EdlerJérôme KunegisMarkus Strohmaier,2016,http://link.springer.com/article/10.1140/epjds/s13688-016-0070-8,Article
